name,greekName,romanName,category,description,status,defense,attack,gender,images__thumbnail,images__regular,relatives__father,relatives__mother,descritpion,greekname,isgod
Mestor,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Mestra,,,minor figure,Daughter of Erysichthon who possessed the gift of shape-shifting.,mortal,2,2,female,,,,,,,no
Miletus,,,minor figure,A son of Apollo and founder of the city Miletus.,mortal,1,1,female,,,,,,,no
Minyas,,,minor figure,founder of Orchomenus in Boeotia.,mortal,1,1,male,,,,,,,no
Molurus,,,minor figure,The man killed by Hyettus.,mortal,12,12,male,,,,,,,no
Munichus,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Myrina,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Myrmidon,,,minor figure,eponymous progenitor of the Myrmidons.,mortal,12,12,female,,,,,,,no
Myrmidone,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Myrrha,,,minor figure,The mother of Adonis.,mortal,2,2,female,,,,,,,no
Myrtilus,,,minor figure,charioteer of Oenomaus.,mortal,1,1,male,,,,,,,no
Myrto,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Mysius,,,minor figure,An Argive who offered hospitality to Demeter.,mortal,12,12,male,,,,,,,no
Mytilene,,,minor figure,The name of several mythological figures.,mortal,42,42,female,,,,,,,no
Narcissus,,,minor figure,A young man who fell in love with his own reflection.,mortal,1,1,female,,,,,,,no
Naubolus,,,minor figure,The name of several mythological figures.,mortal,2,2,male,,,,,,,no
Nausicaa,,,minor figure,A Phaeacian princess who aided Odysseus.,mortal,1,1,male,,,,,,,no
Nausithous,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Neoptolemus,,,minor figure,A son of Achilles.,mortal,12,12,female,,,,,,,no
Nicippe,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Nireus,,,minor figure,"An Achaean leader during the Trojan War, renowned for his beauty.",mortal,1,1,female,,,,,,,no
Nyctimene,,,minor figure,A woman transformed by Athena into an owl.,mortal,12,12,male,,,,,,,no
Nyctimus,,,minor figure,A son of Lycaon who was killed and served up as a meal to Zeus.,mortal,1,1,male,,,,,,,no
Nemesis,,,minor figure,Goddess of revenge.,mortal,2,2,male,,,,,,,no
Oenoe,,,minor figure,The name of several mythological characters.,mortal,1,1,female,,,,,,,no
Oenone,,,minor figure,"The first wife of Paris, whom he abandoned in favour of Helen.",mortal,1,1,female,,,,,,,no
Oenotrus,,,minor figure,A son of Lycaon.,mortal,12,12,male,,,,,,,no
Olenus,,,minor figure,The name of several mythological figures.,mortal,42,42,male,,,,,,,no
Omphale,,,minor figure,A queen of Lydia to whom Heracles was required to become a slave for the period of a year.,mortal,1,1,male,,,,,,,no
Oncius,,,minor figure,"A son of Apollo and eponymous hero of Oncium, Arcadia.",mortal,2,2,female,,,,,,,no
Orchomenus,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Orestheus,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Orion,,,minor figure,A hunter whom Zeus placed among the stars as the constellation of Orion.,mortal,12,12,male,,,,,,,no
Ormenus,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Ornytion,,,minor figure,A son of Sisyphus and ruler over Corinth.,mortal,1,1,male,,,,,,,no
Ornytus,,,minor figure,The name of several mythological figures.,mortal,12,12,female,,,,,,,no
Orsilochus,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Othryoneus,,,minor figure,A suitor of Cassandra.,mortal,2,2,male,,,,,,,no
Oxylus,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Paeon (father of Agastrophus),,,minor figure,"A Paeonian, father of Agastrophus and Laophoon.",mortal,1,1,male,,,,,,,no
Paeon (son of Antilochus),,,minor figure,A Messenian noble.,mortal,12,12,female,,,,,,,no
Paeon (son of Endymion),,,minor figure,Eponym of Paeonia.,mortal,42,42,female,,,,,,,no
Paeon (son of Poseidon),,,minor figure,"By Helle, sister of Phrixus.",mortal,1,1,female,,,,,,,no
Pallene,,,minor figure,The name of several mythological figures.,mortal,2,2,male,,,,,,,no
Pandaie,,,minor figure,A daughter of Heracles in India.,mortal,1,1,male,,,,,,,no
Pandareus,,,minor figure,A friend of Tantalus who got involved into the latter's impious deeds.,mortal,1,1,female,,,,,,,no
Pandarus,,,minor figure,A Trojan archer who fought in the Trojan War.,mortal,12,12,female,,,,,,,no
Pandora II,,,minor figure,A daughter of Deucalion and Pyrrha.,mortal,1,1,male,,,,,,,no
Panopeus,,,minor figure,A son of Phocus.,mortal,1,1,male,,,,,,,no
Panthous,,,minor figure,An elder of Troy.,mortal,12,12,male,,,,,,,no
Paris,,,minor figure,A son of Priam whose abduction of Helen resulted in the Trojan War.,mortal,1,1,female,,,,,,,no
Parthenopeus,,,minor figure,one of the Seven Against Thebes.,mortal,2,2,female,,,,,,,no
Patroclus,,,minor figure,A comrade of Achilles who was killed by Hector during the Trojan War.,mortal,1,1,male,,,,,,,no
Peirous,,,minor figure,A Thracian ally of the Trojans.,mortal,1,1,male,,,,,,,no
Peisenor,,,minor figure,The name of several mythological figures.,mortal,12,12,male,,,,,,,no
Peisidice,,,minor figure,The name of several mythological figures.,mortal,42,42,female,,,,,,,no
Peisistratus,,,minor figure,The youngest son of Nestor.,mortal,1,1,female,,,,,,,no
Pelopia,,,minor figure,The name of several mythological figures.,mortal,2,2,female,,,,,,,no
Peneleos,,,minor figure,An Achaean soldier in the Trojan War.,mortal,1,1,male,,,,,,,no
Penthilus,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Periboea,,,minor figure,The name of several mythological figures.,mortal,12,12,male,,,,,,,no
Perigune,,,minor figure,Daughter of Sinis and lover of Theseus.,mortal,12,12,female,,,,,,,no
Perileos,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Perimede,,,minor figure,The name of several mythological figures.,mortal,2,2,male,,,,,,,no
Perimedes,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Periphas,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Periphetes,,,minor figure,The name of several mythological figures.,mortal,12,12,female,,,,,,,no
Peristhenes,,,minor figure,The name of several mythological figures.,mortal,42,42,female,,,,,,,no
Phaenops,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Phaëton,,,minor figure,A son of Helios who lost control of his father's sun chariot and was struck down by Zeus to prevent disaster.,mortal,2,2,male,,,,,,,no
Phalanthus,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Phalerus,,,minor figure,A son of Alcon who sailed with the Argonauts.,mortal,1,1,male,,,,,,,no
Pharis,,,minor figure,A son of Hermes and founder of Pharae in Messene.,mortal,12,12,female,,,,,,,no
Phemius,,,minor figure,An Ithacan poet who performs in the house of Odysseus.,mortal,1,1,female,,,,,,,no
Phialo,,,minor figure,A lover of Heracles.,mortal,1,1,male,,,,,,,no
Phocus,,,minor figure,The name of several mythological figures.,mortal,12,12,male,,,,,,,no
Philemon,,,minor figure,A virtuous old man who was rewarded by Zeus.,mortal,1,1,male,,,,,,,no
Philoctetes,,,minor figure,A famed archer who participated in the Trojan War.,mortal,2,2,female,,,,,,,no
Phlias,,,minor figure,A son of Dionysus who sailed with the Argonauts.,mortal,1,1,female,,,,,,,no
Phocus,,,minor figure,"A son of Aeacus, killed by his brothers Peleus and Telemon.",mortal,1,1,female,,,,,,,no
Phoenix,,,minor figure,one of the Myrmidons who participated in the Trojan War.,mortal,12,12,male,,,,,,,no
Phorbas,,,minor figure,The name of several mythological figures.,mortal,42,42,male,,,,,,,no
Phorcys,,,minor figure,A Phrygian ally of Priam in the Trojan War.,mortal,1,1,male,,,,,,,no
Phrastor,,,minor figure,The name of several mythological figures.,mortal,2,2,male,,,,,,,no
Phrixus,,,minor figure,"A son of Athamas and Nephele, rescued by Chrysomallus, the ram with the golden fleece.",mortal,1,1,female,,,,,,,no
Phrontis,,,minor figure,A son of Phrixus who sailed with the Argonauts.,mortal,1,1,female,,,,,,,no
Phylacus,,,minor figure,The name of several mythological figures.,mortal,12,12,female,,,,,,,no
Phylas,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Phyleus,,,minor figure,Son of Augeas.,mortal,1,1,male,,,,,,,no
Phyllis,,,minor figure,wife of Demophon of Athens.,mortal,12,12,male,,,,,,,no
Physadeia,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Physcoa,,,minor figure,member of the Sixteen Women and lover of Dionysus.,mortal,2,2,female,,,,,,,no
Phytalus,,,minor figure,An Attic hero encountered by Demeter.,mortal,1,1,male,,,,,,,no
Pleuron,,,minor figure,"eponym of Pleuron, Aetolia.",mortal,1,1,male,,,,,,,no
Plexippus,,,minor figure,The name of several mythological characters.,mortal,12,12,male,,,,,,,no
Podalirius,,,minor figure,A healer and son of Asclepius who participated in the Trojan War.,mortal,42,42,female,,,,,,,no
Polites,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Polyboea,,,minor figure,The name of several mythological figures.,mortal,2,2,female,,,,,,,no
Polycaon,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Polycaste,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Polydorus,,,minor figure,The name of several mythological figures.,mortal,12,12,male,,,,,,,no
Polymele,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Polypheides,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Polystratus,,,minor figure,"A youth of Dyme, Achaea.",mortal,12,12,male,,,,,,,no
Polyxenus,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Polyxo,,,minor figure,The name of several mythological figures.,mortal,2,2,male,,,,,,,no
Praxithea,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Presbon,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Proclia,,,minor figure,"Daughter of Laomedon, sister of Priam and wife of Cycnus.",mortal,12,12,female,,,,,,,no
Procrustes,,,minor figure,A rogue smith and bandit from Attica who attacked people.,mortal,42,42,male,,,,,,,no
Promedon,,,minor figure,Possibly a follower of Orpheus.,mortal,1,1,male,,,,,,,no
Pronax,,,minor figure,A brother of Adrastus.,mortal,2,2,male,,,,,,,no
Prosymnus,,,minor figure,A shepherd who aided Dionysus in rescuing Semele from Hades.,mortal,1,1,female,,,,,,,no
Protesilaus,,,minor figure,The first Greek soldier to die at Troy.,mortal,1,1,female,,,,,,,no
Prothoenor,,,minor figure,one of the Greek leaders in the Trojan War.,mortal,12,12,male,,,,,,,no
Psophis,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Pterelaos,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Ptous,,,minor figure,eponym of Mount Ptous in Boeotia.,mortal,12,12,female,,,,,,,no
Pygmalion,,,minor figure,A sculptor who fell in love with his own creation.,mortal,1,1,female,,,,,,,no
Pylaeus,,,minor figure,A Pelasgian ally of the Trojans.,mortal,2,2,female,,,,,,,no
Pylaemenes,,,minor figure,An Enetian ally of the Trojans.,mortal,1,1,male,,,,,,,no
Pyraechmes,,,minor figure,A Paeonian ally of the Trojans.,mortal,1,1,male,,,,,,,no
Pyramus,,,minor figure,"Tragic lover of Thisbe, on whom Shakespeare's Romeo is based.",mortal,12,12,male,,,,,,,no
Pyrrha,,,minor figure,Wife of Deucalion.,mortal,42,42,female,,,,,,,no
Rarus,,,minor figure,A possible father of Triptolemus.,mortal,1,1,female,,,,,,,no
Rhadine and Leontichus,,,minor figure,Star-crossed lovers.,mortal,2,2,male,,,,,,,no
Rhoeo,,,minor figure,A lover of Apollo.,mortal,1,1,male,,,,,,,no
Saon,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Schedius,,,minor figure,The name of several mythological figures.,mortal,12,12,female,,,,,,,no
Schoeneus,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Scylaceus,,,minor figure,A Lycian ally of the Trojans.,mortal,1,1,female,,,,,,,no
Selemnus,,,minor figure,A man who loved the sea nymph Argyra.,mortal,12,12,male,,,,,,,no
Selene,,,minor figure,The goddess of the moon.,mortal,1,1,male,,,,,,,no
Sidero,,,minor figure,Stepmother of Tyro.,mortal,2,2,male,,,,,,,no
Socus,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Solymus,,,minor figure,Ancestral hero of the Solymi tribe in Lycia.,mortal,1,1,female,,,,,,,no
Sostratus,,,minor figure,A beloved of Heracles.,mortal,12,12,male,,,,,,,no
Sparta,,,minor figure,wife of Lacedaemon for whom the city of Sparta was named.,mortal,42,42,male,,,,,,,no
Staphylus,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Stentor,,,minor figure,A herald of the Greek forces during the Trojan War.,mortal,2,2,female,,,,,,,no
Stheneboea,,,minor figure,Daughter of Iobates and consort of Proteus.,mortal,1,1,female,,,,,,,no
Sthenele,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Sthenelus,,,minor figure,The name of several mythological figures.,mortal,12,12,male,,,,,,,no
Stratonice,,,minor figure,The name of several mythological figures.,mortal,2,43,male,,,,,,,no
Strophius,,,minor figure,The name of several mythological figures.,mortal,12,12,male,,,,,,,no
Stymphalus,,,minor figure,A son of Elatus.,mortal,1,1,female,,,,,,,no
Syleus,,,minor figure,A Lydian who forced people to dig his vineyard and was killed by Heracles.,mortal,2,2,female,,,,,,,no
Syme,,,minor figure,Eponym of the island Syme.,mortal,1,1,male,,,,,,,no
Teuthras,,,minor figure,"a native of Magnesia, who fought at Troy and was killed by Hector and Ares.[1]",mortal,1,1,male,,,,,,,no
Teuthras,,,minor figure,"an Athenian, founder and eponym of Teuthrone in Laconia.[2]",mortal,12,12,male,,,,,,,no
Teuthras,,,minor figure,Brother of Tyres and one of the companions of Aeneas.[3],mortal,42,42,female,,,,,,,no
Teuthras,,,minor figure,"a young man of Argos, son of Iphiclus; he was shot to death by the Amazon Hippolyta during the Parthian War.[4]",mortal,1,1,female,,,,,,,no
Tecmessa,,,minor figure,The name of several mythological figures.,mortal,2,2,female,,,,,,,no
Tegeates,,,minor figure,founder of Tegea.,mortal,1,1,male,,,,,,,no
Telecleia,,,minor figure,A daughter of Ilus and wife of Cisseus.,mortal,1,1,male,,,,,,,no
Telegonus,,,minor figure,Son of Circe and Odysseus.,mortal,12,12,male,,,,,,,no
Telemachus,,,minor figure,"Son of Odysseus and Penelope, and a central character in the Odyssey.",mortal,1,1,female,,,,,,,no
Teleon,,,minor figure,father of Butes and Eribotes.,mortal,1,1,female,,,,,,,no
Telephassa,,,minor figure,wife of Agenor and mother of Cadmus.,mortal,12,12,male,,,,,,,no
Tenes,,,minor figure,eponymous hero of Tenedos.,mortal,1,1,male,,,,,,,no
Termerus,,,minor figure,A bandit killed by Heracles.,mortal,2,2,male,,,,,,,no
Theiodamas,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Themiste,,,minor figure,A daughter of Ilus and mother of Anchises.,mortal,1,1,female,,,,,,,no
Themisto,,,minor figure,Third wife of Athamas.,mortal,12,12,female,,,,,,,no
Theobule,,,minor figure,The name of several mythological figures.,mortal,42,42,male,,,,,,,no
Theonoe,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Theophane,,,minor figure,"A lover of Poseidon, changed into an ewe.",mortal,2,2,male,,,,,,,no
Thero,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Thersander,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Thersites,,,minor figure,A soldier of the Greek army during the Trojan War.,mortal,12,12,male,,,,,,,no
Thespius,,,minor figure,founder-king of Thespiae Boeotia.,mortal,1,1,male,,,,,,,no
Thestius,,,minor figure,father of Iphicles.,mortal,1,1,male,,,,,,,no
Thestor,,,minor figure,The name of several mythological figures.,mortal,12,12,female,,,,,,,no
Thisbe,,,minor figure,"Tragic lover of Pyramus, on whom Shakespeare's Juliet is based.",mortal,1,1,female,,,,,,,no
Thoas,,,minor figure,A leader of the Aetolian armies during the Trojan War.,mortal,2,2,female,,,,,,,no
Thoön,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Thrasymedes,,,minor figure,Soldier who fought on the side of the Greeks in the Trojan War.,mortal,1,1,male,,,,,,,no
Thymoetes,,,minor figure,The name of several mythological figures.,mortal,12,12,female,,,,,,,no
Timandra,,,minor figure,Daughter of Leda and Tyndareus.,mortal,42,42,female,,,,,,,no
Tithonus,,,minor figure,"lover of Eos, granted immortality but not eternal youth.",mortal,1,1,male,,,,,,,no
Tlepolemus,,,minor figure,A son of Heracles who fought in the Trojan War of the side of the Greeks.,mortal,2,2,male,,,,,,,no
Toxeus,,,minor figure,The name of several mythological characters.,mortal,1,1,male,,,,,,,no
Trambelus,,,minor figure,A son of Telamon and half-brother of Ajax.,mortal,1,1,female,,,,,,,no
Trochilus,,,minor figure,Possible inventor of the chariot linked to cults of Hera and Demeter.,mortal,12,12,female,,,,,,,no
Troezen,,,minor figure,A son of Pelops and eponym of the city Troezen.,mortal,1,1,female,,,,,,,no
Trophonius,,,minor figure,"An architect, brother of Agamedes.",mortal,1,1,male,,,,,,,no
Tydeus,,,minor figure,father of Diomedes and one of the Seven Against Thebes.,mortal,12,12,male,,,,,,,no
Tyres,,,minor figure,a companion of Aeneas along with his brother Teuthras.,mortal,1,1,male,,,,,,,no
Tyres,,,minor figure,a warrior in the army of Perses who fought and died in the war between Perses and Aeetes.,mortal,2,2,female,,,,,,,no
Tyro,,,minor figure,Daughter of Salmoneus.,mortal,1,1,female,,,,,,,no
Ucalegon,,,minor figure,An elder of Troy.,mortal,1,1,male,,,,,,,no
Xanthippe,,,minor figure,The name of several mythological figures.,mortal,12,12,male,,,,,,,no
Xanthius,,,minor figure,A descendent of Bellerophon and father of Leucippus.,mortal,42,42,male,,,,,,,no
Xanthus,,,minor figure,The name of several mythological figures.,mortal,1,1,female,,,,,,,no
Xuthus,,,minor figure,A son of Hellen and Orseis and father of Ion and Achaeus.,mortal,2,2,female,,,,,,,no
Zarex,,,minor figure,A son of Carystus and founder of the town Zarex in Laconia.,mortal,1,1,female,,,,,,,no
Zetes,,,minor figure,An Argonaut and son of Boreas.,mortal,1,1,male,,,,,,,no
Zeuxippe,,,minor figure,The name of several mythological figures.,mortal,12,12,male,,,,,,,no
Zeuxippus,,,minor figure,The name of several mythological figures.,mortal,1,1,male,,,,,,,no
Anax,,,creature,a giant and a son of Uranus.,,1,1,female,,,,,,,no
Asterius or Aster,,,creature,a giant.,,12,12,female,,,,,,,no
Athos,,,creature,a giant.,,1,1,male,,,,,,,no
Alcyoneus,,,creature,a giant.,,2,2,male,,,,,,,no
Almops,,,creature,"a giant, son of the god Poseidon and the half-nymph Helle.",,1,1,male,,,,,,,no
Aloadae (Ephialtes and Otus (or Otos),,,creature,strong and aggressive giants.,,1,1,female,,,,,,,no
Amphisbaena,,,creature,a serpent with a head at each end.,,12,12,female,,,,,,,no
Antaeus,,,creature,half-giant son of Poseidon and Gaia. Killed by Heracles.,,42,42,female,,,,,,,no
Arachne,,,creature,"half-spider half-female, the mother of all spiders. She was transformed into this state by Athena, after losing a weaving contest after she boastfully said she was the best.",,1,1,male,,,,,,,no
Arae,,,creature,"female daemons of curses, particularly of the curses placed by the dead upon those guilty of their death, called forth from the underworld.",,2,2,male,,,,,,,no
Argus,,,creature,a hundred-eyed giant.,,1,1,male,,,,,,,no
Azeus,,,creature,a giant.,,1,1,female,,,,,,,no
Catoblepas,,,creature,creature with the body of a buffalo and the head of a wild boar.,,12,12,female,,,,,,,no
Agrius,,,creature,one of the Centaurs who fought with Heracles.,,1,1,male,,,,,,,no
Amycus,,,creature,one of the Centaurs who fought at the Centauromachy.,,1,1,male,,,,,,,no
Asbolus,,,creature,"a centaur. He was a seer, or an auger: a diviner who read omens in the flight of birds.",,12,12,male,,,,,,,no
Bienor,,,creature,one of the Centaurs who fought at the Centauromachy.,,1,1,female,,,,,,,no
Centaurus,,,creature,father of the centaurs.,,2,2,female,,,,,,,no
Chiron,,,creature,the eldest and wisest of the centaurs. The ancient trainer of heroes such as Achilles.,,1,1,female,,,,,,,no
Chthonius,,,creature,a Centaur who was killed by Nestor at the wedding of Pirithous and Hippodamia.,,1,1,male,,,,,,,no
Cyllarus,,,creature,one of the Centaurs who fought at the Centauromachy.,,12,12,male,,,,,,,no
Dictys,,,creature,one of the Centaurs who fought at the Centauromachy.,,42,42,male,,,,,,,no
Eurytus,,,creature,"a Centaur present at the wedding of Pirithous and Hippodamia, who caused the conflict between the Lapiths and the Centaurs by trying to carry the bride off.",,1,1,female,,,,,,,no
Eurynomos,,,creature,one of the Centaurs who fought against the Lapiths at the wedding of Hippodamia.,,2,2,female,,,,,,,no
Elatus,,,creature,a Centaur killed by Heracles.,,1,1,male,,,,,,,no
Eurytion,,,creature,two different Centaurs bearing the same name.,,1,1,male,,,,,,,no
Hylaeus,,,creature,a centaur who tried to rape Atalanta. He was killed by Meleager.,,12,12,male,,,,,,,no
Hylonome,,,creature,"a Centauride, wife of Cyllarus.",,12,12,female,,,,,,,no
Nessus,,,creature,"famous centaur, killed by Heracles.",,1,1,female,,,,,,,no
Perimedes,,,creature,one of the Centaurs who fought at the Centauromachy.,,2,2,female,,,,,,,no
Phólos,,,creature,a centaur.,,1,1,male,,,,,,,no
Pholus,,,creature,a wise centaur and friend of Heracles.,,1,1,male,,,,,,,no
Thaumas,,,creature,a centaur.,,12,12,male,,,,,,,no
Rhaecus,,,creature,a centaur who tried to rape Atalanta. He was killed by Meleager.,,42,42,female,,,,,,,no
Cyprian Centaurs,,,creature,bull-horned centaurs native to the island of Cyprus.,,1,1,female,,,,,,,no
Aescaus,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,2,2,male,,,,,,,no
Amphithemis,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,1,1,male,,,,,,,no
Ceteus,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,1,1,male,,,,,,,no
Eurybios,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,12,12,female,,,,,,,no
Faunus,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,1,1,female,,,,,,,no
Gleneus,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,1,1,female,,,,,,,no
Nomeon,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,12,12,male,,,,,,,no
Orthaon,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,1,1,male,,,,,,,no
Petraeus,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,2,2,male,,,,,,,no
Phanes,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,1,1,female,,,,,,,no
Riphonus,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,1,1,female,,,,,,,no
Spargeus,,,creature,"Lamian Centaurs or Lamian Pheres - twelve rustic spirits of the Lamos river. They were set by Zeus to guard the infant Dionysos, protecting him from the machinations of Hera but the enraged goddess transformed them into ox-horned Centaurs. They accompanied Dionysos in his campaign against the Indians.",,12,12,male,,,,,,,no
Cerastes,,,creature,spineless serpents with a set of ram-like horns on their heads.,,42,42,male,,,,,,,no
Cetus or Ceto,,,creature,sea monsters.,,1,1,male,,,,,,,no
Ceuthonymus,,,creature,daemon of the underworld. Father of Menoetius.,,2,2,female,,,,,,,no
Charon,,,creature,the ferryman of Hades.,,1,1,female,,,,,,,no
Charybdis,,,creature,a sea monster whose inhalations formed a deadly whirlpool or a huge water mouth.,,1,1,female,,,,,,,no
Chimera,,,creature,"a fire-breathing three-headed monster with one head of a lion, one of a snake, and another of a goat, lion claws in front and goat legs behind, and a long snake tail.",,12,12,male,,,,,,,no
Chthonius,,,creature,a giant.,,1,1,male,,,,,,,no
Crocotta or Cynolycus,,,creature,"creature with the body of a stag, a lion's neck, cloven hooves, and a wide mouth with a sharp, bony ridge in place of teeth. It imitates the human voice, calls men by name at night, and devours those who approach it. It is as brave as a lion, as swift as a horse, and as strong as a bull. It cannot be overcome by any weapon of steel.",,1,1,male,,,,,,,no
Arges,,,creature,one of the children of Gaia and Uranus. Uranus locked him in Tartarus.,,12,12,female,,,,,,,no
Brontes,,,creature,one of the children of Gaia and Uranus. Uranus locked him in Tartarus.,,1,1,female,,,,,,,no
Steropes,,,creature,one of the children of Gaia and Uranus. Uranus locked him in Tartarus.,,2,2,male,,,,,,,no
Polyphemus,,,creature,"son of Poseidon, who was outwitted and blinded by Odysseus.",,1,1,male,,,,,,,no
Diomedes of Thrace,,,creature,"was a giant, the son of Ares and Cyrene",,1,1,male,,,,,,,no
Dryad,,,creature,tree spirits that look similar to women.,,12,12,female,,,,,,,no
Echion,,,creature,a giant.,,42,42,female,,,,,,,no
Eurynomos,,,creature,the netherworld daemon of rotting corpses dwelling in the Underworld.,,1,1,female,,,,,,,no
Enceladus or Enkelados,,,creature,a giant who battled Athena in the war against the gods.,,2,2,male,,,,,,,no
Erinyes (Furies),,,creature,"the goddesses of vengeance, who were the offspring of Gaia born from the blood shed when Cronus castrated his father Uranus. Their number is usually left indeterminate, though Virgil mentions that they were three: Alecto, Megaera and Tisiphone",,1,1,male,,,,,,,no
Eurytus,,,creature,a giant.,,1,1,male,,,,,,,no
Gegenees,,,creature,six-armed giants which were slain by the Argonauts.,,12,12,female,,,,,,,no
